Nr      tilename      min_lat      max_lat      min_lon      max_lon
554      N19E023_full      19.001      19.999      23.001      23.999
555      N19E024_full      19.001      19.999      24.001      24.999
556      N19E025_full      19.001      19.999      25.001      25.999
557      N19E026_full      19.001      19.999      26.001      26.999
558      N19E027_full      19.001      19.999      27.001      27.999
559      N19E028_full      19.001      19.999      28.001      28.999
560      N19E029_full      19.001      19.999      29.001      29.999
561      N20E000_full      20.001      20.999      0.001      0.999
562      N20E001_full      20.001      20.999      1.001      1.999
563      N20E002_full      20.001      20.999      2.001      2.999
564      N20E003_full      20.001      20.999      3.001      3.999
565      N20E004_full      20.001      20.999      4.001      4.999
566      N20E005_full      20.001      20.999      5.001      5.999
567      N20E006_full      20.001      20.999      6.001      6.999
568      N20E007_full      20.001      20.999      7.001      7.999
569      N20E008_full      20.001      20.999      8.001      8.999
570      N20E009_full      20.001      20.999      9.001      9.999
571      N20E010_full      20.001      20.999      10.001      10.999
572      N20E011_full      20.001      20.999      11.001      11.999
573      N20E012_full      20.001      20.999      12.001      12.999
574      N20E013_full      20.001      20.999      13.001      13.999
575      N20E014_full      20.001      20.999      14.001      14.999
576      N20E015_full      20.001      20.999      15.001      15.999
577      N20E016_full      20.001      20.999      16.001      16.999
578      N20E017_full      20.001      20.999      17.001      17.999
579      N20E018_full      20.001      20.999      18.001      18.999
580      N20E019_full      20.001      20.999      19.001      19.999
581      N20E020_full      20.001      20.999      20.001      20.999
582      N20E021_full      20.001      20.999      21.001      21.999
583      N20E022_full      20.001      20.999      22.001      22.999
584      N20E023_full      20.001      20.999      23.001      23.999
585      N20E024_full      20.001      20.999      24.001      24.999
586      N20E025_full      20.001      20.999      25.001      25.999
587      N20E026_full      20.001      20.999      26.001      26.999
588      N20E027_full      20.001      20.999      27.001      27.999
589      N20E028_full      20.001      20.999      28.001      28.999
590      N20E029_full      20.001      20.999      29.001      29.999
591      N21E000_full      21.001      21.999      0.001      0.999
592      N21E001_full      21.001      21.999      1.001      1.999
593      N21E002_full      21.001      21.999      2.001      2.999
594      N21E003_full      21.001      21.999      3.001      3.999
595      N21E004_full      21.001      21.999      4.001      4.999
596      N21E005_full      21.001      21.999      5.001      5.999
597      N21E006_full      21.001      21.999      6.001      6.999
598      N21E007_full      21.001      21.999      7.001      7.999
599      N21E008_full      21.001      21.999      8.001      8.999
600      N21E009_full      21.001      21.999      9.001      9.999
601      N21E010_full      21.001      21.999      10.001      10.999
602      N21E011_full      21.001      21.999      11.001      11.999
603      N21E012_full      21.001      21.999      12.001      12.999
604      N21E013_full      21.001      21.999      13.001      13.999
605      N21E014_full      21.001      21.999      14.001      14.999
606      N21E015_full      21.001      21.999      15.001      15.999
607      N21E016_full      21.001      21.999      16.001      16.999
608      N21E017_full      21.001      21.999      17.001      17.999
609      N21E018_full      21.001      21.999      18.001      18.999
610      N21E019_full      21.001      21.999      19.001      19.999
611      N21E020_full      21.001      21.999      20.001      20.999
612      N21E021_full      21.001      21.999      21.001      21.999
613      N21E022_full      21.001      21.999      22.001      22.999
614      N21E023_full      21.001      21.999      23.001      23.999
615      N21E024_full      21.001      21.999      24.001      24.999
616      N21E025_full      21.001      21.999      25.001      25.999
617      N21E026_full      21.001      21.999      26.001      26.999
618      N21E027_full      21.001      21.999      27.001      27.999
619      N21E028_full      21.001      21.999      28.001      28.999
620      N21E029_full      21.001      21.999      29.001      29.999
621      N22E000_full      22.001      22.999      0.001      0.999
622      N22E001_full      22.001      22.999      1.001      1.999
623      N22E002_full      22.001      22.999      2.001      2.999
624      N22E003_full      22.001      22.999      3.001      3.999
625      N22E004_full      22.001      22.999      4.001      4.999
626      N22E005_full      22.001      22.999      5.001      5.999
627      N22E006_full      22.001      22.999      6.001      6.999
628      N22E007_full      22.001      22.999      7.001      7.999
629      N22E008_full      22.001      22.999      8.001      8.999
630      N22E009_full      22.001      22.999      9.001      9.999
631      N22E010_full      22.001      22.999      10.001      10.999
632      N22E011_full      22.001      22.999      11.001      11.999
633      N22E012_full      22.001      22.999      12.001      12.999
634      N22E013_full      22.001      22.999      13.001      13.999
635      N22E014_full      22.001      22.999      14.001      14.999
636      N22E015_full      22.001      22.999      15.001      15.999
637      N22E016_full      22.001      22.999      16.001      16.999
638      N22E017_full      22.001      22.999      17.001      17.999
639      N22E018_full      22.001      22.999      18.001      18.999
640      N22E019_full      22.001      22.999      19.001      19.999
641      N22E020_full      22.001      22.999      20.001      20.999
642      N22E021_full      22.001      22.999      21.001      21.999
643      N22E022_full      22.001      22.999      22.001      22.999
644      N22E023_full      22.001      22.999      23.001      23.999
645      N22E024_full      22.001      22.999      24.001      24.999
646      N22E025_full      22.001      22.999      25.001      25.999
647      N22E026_full      22.001      22.999      26.001      26.999
648      N22E027_full      22.001      22.999      27.001      27.999
649      N22E028_full      22.001      22.999      28.001      28.999
650      N22E029_full      22.001      22.999      29.001      29.999
651      N23E000_full      23.001      23.999      0.001      0.999
652      N23E001_full      23.001      23.999      1.001      1.999
653      N23E002_full      23.001      23.999      2.001      2.999
654      N23E003_full      23.001      23.999      3.001      3.999
655      N23E004_full      23.001      23.999      4.001      4.999
656      N23E005_full      23.001      23.999      5.001      5.999
657      N23E006_full      23.001      23.999      6.001      6.999
