Nr      tilename      min_lat      max_lat      min_lon      max_lon
10867      N67E047_full      67.001      67.999      47.001      47.999
10868      N67E048_full      67.001      67.999      48.001      48.999
10869      N67E049_full      67.001      67.999      49.001      49.999
10870      N67E050_full      67.001      67.999      50.001      50.999
10871      N67E051_full      67.001      67.999      51.001      51.999
10872      N67E052_full      67.001      67.999      52.001      52.999
10873      N67E053_full      67.001      67.999      53.001      53.999
10874      N67E054_full      67.001      67.999      54.001      54.999
10875      N67E055_full      67.001      67.999      55.001      55.999
10876      N67E056_full      67.001      67.999      56.001      56.999
10877      N67E057_full      67.001      67.999      57.001      57.999
10878      N67E058_full      67.001      67.999      58.001      58.999
10879      N67E059_full      67.001      67.999      59.001      59.999
10880      N68E030_full      68.001      68.999      30.001      30.999
10881      N68E031_full      68.001      68.999      31.001      31.999
10882      N68E032_full      68.001      68.999      32.001      32.999
10883      N68E033_full      68.001      68.999      33.001      33.999
10884      N68E034_full      68.001      68.999      34.001      34.999
10885      N68E035_full      68.001      68.999      35.001      35.999
10886      N68E036_full      68.001      68.999      36.001      36.999
10887      N68E037_full      68.001      68.999      37.001      37.999
10888      N68E038_full      68.001      68.999      38.001      38.999
10889      N68E039_full      68.001      68.999      39.001      39.999
10890      N68E043_full      68.001      68.999      43.001      43.999
10891      N68E044_full      68.001      68.999      44.001      44.999
10892      N68E045_full      68.001      68.999      45.001      45.999
10893      N68E046_full      68.001      68.999      46.001      46.999
10894      N68E048_full      68.001      68.999      48.001      48.999
10895      N68E049_full      68.001      68.999      49.001      49.999
10896      N68E050_full      68.001      68.999      50.001      50.999
10897      N68E051_full      68.001      68.999      51.001      51.999
10898      N68E052_full      68.001      68.999      52.001      52.999
10899      N68E053_full      68.001      68.999      53.001      53.999
10900      N68E054_full      68.001      68.999      54.001      54.999
10901      N68E055_full      68.001      68.999      55.001      55.999
10902      N68E056_full      68.001      68.999      56.001      56.999
10903      N68E057_full      68.001      68.999      57.001      57.999
10904      N68E058_full      68.001      68.999      58.001      58.999
10905      N68E059_full      68.001      68.999      59.001      59.999
10906      N69E030_full      69.001      69.999      30.001      30.999
10907      N69E031_full      69.001      69.999      31.001      31.999
10908      N69E032_full      69.001      69.999      32.001      32.999
10909      N69E033_full      69.001      69.999      33.001      33.999
10910      N69E034_full      69.001      69.999      34.001      34.999
10911      N69E035_full      69.001      69.999      35.001      35.999
10912      N69E036_full      69.001      69.999      36.001      36.999
10913      N69E048_full      69.001      69.999      48.001      48.999
10914      N69E049_full      69.001      69.999      49.001      49.999
10915      N69E050_full      69.001      69.999      50.001      50.999
10916      N69E058_full      69.001      69.999      58.001      58.999
10917      N69E059_full      69.001      69.999      59.001      59.999
10918      N70E030_full      70.001      70.999      30.001      30.999
10919      N70E031_full      70.001      70.999      31.001      31.999
10920      N70E052_full      70.001      70.999      52.001      52.999
10921      N70E053_full      70.001      70.999      53.001      53.999
10922      N70E054_full      70.001      70.999      54.001      54.999
10923      N70E055_full      70.001      70.999      55.001      55.999
10924      N70E056_full      70.001      70.999      56.001      56.999
10925      N70E057_full      70.001      70.999      57.001      57.999
10926      N70E058_full      70.001      70.999      58.001      58.999
10927      N70E059_full      70.001      70.999      59.001      59.999
10928      N71E051_full      71.001      71.999      51.001      51.999
10929      N71E052_full      71.001      71.999      52.001      52.999
10930      N71E053_full      71.001      71.999      53.001      53.999
10931      N71E054_full      71.001      71.999      54.001      54.999
10932      N71E055_full      71.001      71.999      55.001      55.999
10933      N71E056_full      71.001      71.999      56.001      56.999
10934      N72E051_full      72.001      72.999      51.001      51.999
10935      N72E052_full      72.001      72.999      52.001      52.999
10936      N72E053_full      72.001      72.999      53.001      53.999
10937      N72E054_full      72.001      72.999      54.001      54.999
10938      N72E055_full      72.001      72.999      55.001      55.999
10939      N72E056_full      72.001      72.999      56.001      56.999
10940      N73E053_full      73.001      73.999      53.001      53.999
10941      N73E054_full      73.001      73.999      54.001      54.999
10942      N73E055_full      73.001      73.999      55.001      55.999
10943      N73E056_full      73.001      73.999      56.001      56.999
10944      N73E057_full      73.001      73.999      57.001      57.999
10945      N73E058_full      73.001      73.999      58.001      58.999
10946      N74E054_full      74.001      74.999      54.001      54.999
10947      N74E055_full      74.001      74.999      55.001      55.999
10948      N74E056_full      74.001      74.999      56.001      56.999
10949      N74E057_full      74.001      74.999      57.001      57.999
10950      N74E058_full      74.001      74.999      58.001      58.999
10951      N74E059_full      74.001      74.999      59.001      59.999
10952      N75E055_full      75.001      75.999      55.001      55.999
10953      N75E056_full      75.001      75.999      56.001      56.999
10954      N75E057_full      75.001      75.999      57.001      57.999
10955      N75E058_full      75.001      75.999      58.001      58.999
10956      N75E059_full      75.001      75.999      59.001      59.999
10957      N76E059_full      76.001      76.999      59.001      59.999
10958      N78E030_full      78.001      78.999      30.001      30.999
10959      N79E030_full      79.001      79.999      30.001      30.999
10960      N79E049_full      79.001      79.999      49.001      49.999
10961      N79E050_full      79.001      79.999      50.001      50.999
10962      N79E051_full      79.001      79.999      51.001      51.999
10963      N79E058_full      79.001      79.999      58.001      58.999
10964      N79E059_full      79.001      79.999      59.001      59.999
10965      N80E031_full      80.001      80.999      31.001      31.999
10966      N80E032_full      80.001      80.999      32.001      32.999
10967      N80E033_full      80.001      80.999      33.001      33.999
10968      N80E036_full      80.001      80.999      36.001      36.999
10969      N80E044_full      80.001      80.999      44.001      44.999
10970      N80E045_full      80.001      80.999      45.001      45.999
10971      N80E046_full      80.001      80.999      46.001      46.999
10972      N80E047_full      80.001      80.999      47.001      47.999
10973      N80E048_full      80.001      80.999      48.001      48.999
10974      N80E049_full      80.001      80.999      49.001      49.999
10975      N80E050_full      80.001      80.999      50.001      50.999
10976      N80E051_full      80.001      80.999      51.001      51.999
10977      N80E052_full      80.001      80.999      52.001      52.999
10978      N80E053_full      80.001      80.999      53.001      53.999
10979      N80E054_full      80.001      80.999      54.001      54.999
10980      N80E055_full      80.001      80.999      55.001      55.999
10981      N80E056_full      80.001      80.999      56.001      56.999
10982      N80E057_full      80.001      80.999      57.001      57.999
10983      N80E058_full      80.001      80.999      58.001      58.999
10984      N80E059_full      80.001      80.999      59.001      59.999
10985      N81E050_full      81.001      81.999      50.001      50.999
10986      N81E051_full      81.001      81.999      51.001      51.999
10987      N81E054_full      81.001      81.999      54.001      54.999
10988      N81E055_full      81.001      81.999      55.001      55.999
10989      N81E056_full      81.001      81.999      56.001      56.999
10990      N81E057_full      81.001      81.999      57.001      57.999
10991      N81E058_full      81.001      81.999      58.001      58.999
10992      N81E059_full      81.001      81.999      59.001      59.999
10993      N60E060_full      60.001      60.999      60.001      60.999
10994      N60E061_full      60.001      60.999      61.001      61.999
10995      N60E062_full      60.001      60.999      62.001      62.999
10996      N60E063_full      60.001      60.999      63.001      63.999
10997      N60E064_full      60.001      60.999      64.001      64.999
10998      N60E065_full      60.001      60.999      65.001      65.999
10999      N60E066_full      60.001      60.999      66.001      66.999
11000      N60E067_full      60.001      60.999      67.001      67.999
11001      N60E068_full      60.001      60.999      68.001      68.999
11002      N60E069_full      60.001      60.999      69.001      69.999
11003      N60E070_full      60.001      60.999      70.001      70.999
11004      N60E071_full      60.001      60.999      71.001      71.999
11005      N60E072_full      60.001      60.999      72.001      72.999
11006      N60E073_full      60.001      60.999      73.001      73.999
11007      N60E074_full      60.001      60.999      74.001      74.999
11008      N60E075_full      60.001      60.999      75.001      75.999
11009      N60E076_full      60.001      60.999      76.001      76.999
11010      N60E077_full      60.001      60.999      77.001      77.999
11011      N60E078_full      60.001      60.999      78.001      78.999
11012      N60E079_full      60.001      60.999      79.001      79.999
11013      N60E080_full      60.001      60.999      80.001      80.999
11014      N60E081_full      60.001      60.999      81.001      81.999
11015      N60E082_full      60.001      60.999      82.001      82.999
11016      N60E083_full      60.001      60.999      83.001      83.999
11017      N60E084_full      60.001      60.999      84.001      84.999
11018      N60E085_full      60.001      60.999      85.001      85.999
11019      N60E086_full      60.001      60.999      86.001      86.999
11020      N60E087_full      60.001      60.999      87.001      87.999
11021      N60E088_full      60.001      60.999      88.001      88.999
11022      N60E089_full      60.001      60.999      89.001      89.999
11023      N61E060_full      61.001      61.999      60.001      60.999
11024      N61E061_full      61.001      61.999      61.001      61.999
11025      N61E062_full      61.001      61.999      62.001      62.999
11026      N61E063_full      61.001      61.999      63.001      63.999
11027      N61E064_full      61.001      61.999      64.001      64.999
11028      N61E065_full      61.001      61.999      65.001      65.999
11029      N61E066_full      61.001      61.999      66.001      66.999
11030      N61E067_full      61.001      61.999      67.001      67.999
11031      N61E068_full      61.001      61.999      68.001      68.999
11032      N61E069_full      61.001      61.999      69.001      69.999
11033      N61E070_full      61.001      61.999      70.001      70.999
11034      N61E071_full      61.001      61.999      71.001      71.999
11035      N61E072_full      61.001      61.999      72.001      72.999
11036      N61E073_full      61.001      61.999      73.001      73.999
11037      N61E074_full      61.001      61.999      74.001      74.999
11038      N61E075_full      61.001      61.999      75.001      75.999
11039      N61E076_full      61.001      61.999      76.001      76.999
11040      N61E077_full      61.001      61.999      77.001      77.999
11041      N61E078_full      61.001      61.999      78.001      78.999
11042      N61E079_full      61.001      61.999      79.001      79.999
11043      N61E080_full      61.001      61.999      80.001      80.999
11044      N61E081_full      61.001      61.999      81.001      81.999
11045      N61E082_full      61.001      61.999      82.001      82.999
11046      N61E083_full      61.001      61.999      83.001      83.999
11047      N61E084_full      61.001      61.999      84.001      84.999
11048      N61E085_full      61.001      61.999      85.001      85.999
11049      N61E086_full      61.001      61.999      86.001      86.999
11050      N61E087_full      61.001      61.999      87.001      87.999
11051      N61E088_full      61.001      61.999      88.001      88.999
11052      N61E089_full      61.001      61.999      89.001      89.999
11053      N62E060_full      62.001      62.999      60.001      60.999
11054      N62E061_full      62.001      62.999      61.001      61.999
11055      N62E062_full      62.001      62.999      62.001      62.999
11056      N62E063_full      62.001      62.999      63.001      63.999
11057      N62E064_full      62.001      62.999      64.001      64.999
11058      N62E065_full      62.001      62.999      65.001      65.999
11059      N62E066_full      62.001      62.999      66.001      66.999
11060      N62E067_full      62.001      62.999      67.001      67.999
11061      N62E068_full      62.001      62.999      68.001      68.999
11062      N62E069_full      62.001      62.999      69.001      69.999
11063      N62E070_full      62.001      62.999      70.001      70.999
11064      N62E071_full      62.001      62.999      71.001      71.999
11065      N62E072_full      62.001      62.999      72.001      72.999
11066      N62E073_full      62.001      62.999      73.001      73.999
11067      N62E074_full      62.001      62.999      74.001      74.999
11068      N62E075_full      62.001      62.999      75.001      75.999
11069      N62E076_full      62.001      62.999      76.001      76.999
11070      N62E077_full      62.001      62.999      77.001      77.999
11071      N62E078_full      62.001      62.999      78.001      78.999
11072      N62E079_full      62.001      62.999      79.001      79.999
11073      N62E080_full      62.001      62.999      80.001      80.999
11074      N62E081_full      62.001      62.999      81.001      81.999
11075      N62E082_full      62.001      62.999      82.001      82.999
11076      N62E083_full      62.001      62.999      83.001      83.999
11077      N62E084_full      62.001      62.999      84.001      84.999
11078      N62E085_full      62.001      62.999      85.001      85.999
11079      N62E086_full      62.001      62.999      86.001      86.999
11080      N62E087_full      62.001      62.999      87.001      87.999
11081      N62E088_full      62.001      62.999      88.001      88.999
11082      N62E089_full      62.001      62.999      89.001      89.999
11083      N63E060_full      63.001      63.999      60.001      60.999
11084      N63E061_full      63.001      63.999      61.001      61.999
11085      N63E062_full      63.001      63.999      62.001      62.999
11086      N63E063_full      63.001      63.999      63.001      63.999
11087      N63E064_full      63.001      63.999      64.001      64.999
11088      N63E065_full      63.001      63.999      65.001      65.999
11089      N63E066_full      63.001      63.999      66.001      66.999
11090      N63E067_full      63.001      63.999      67.001      67.999
11091      N63E068_full      63.001      63.999      68.001      68.999
11092      N63E069_full      63.001      63.999      69.001      69.999
11093      N63E070_full      63.001      63.999      70.001      70.999
11094      N63E071_full      63.001      63.999      71.001      71.999
11095      N63E072_full      63.001      63.999      72.001      72.999
11096      N63E073_full      63.001      63.999      73.001      73.999
11097      N63E074_full      63.001      63.999      74.001      74.999
11098      N63E075_full      63.001      63.999      75.001      75.999
11099      N63E076_full      63.001      63.999      76.001      76.999
11100      N63E077_full      63.001      63.999      77.001      77.999
11101      N63E078_full      63.001      63.999      78.001      78.999
11102      N63E079_full      63.001      63.999      79.001      79.999
11103      N63E080_full      63.001      63.999      80.001      80.999
11104      N63E081_full      63.001      63.999      81.001      81.999
11105      N63E082_full      63.001      63.999      82.001      82.999
11106      N63E083_full      63.001      63.999      83.001      83.999
11107      N63E084_full      63.001      63.999      84.001      84.999
11108      N63E085_full      63.001      63.999      85.001      85.999
11109      N63E086_full      63.001      63.999      86.001      86.999
11110      N63E087_full      63.001      63.999      87.001      87.999
11111      N63E088_full      63.001      63.999      88.001      88.999
11112      N63E089_full      63.001      63.999      89.001      89.999
11113      N64E060_full      64.001      64.999      60.001      60.999
11114      N64E061_full      64.001      64.999      61.001      61.999
11115      N64E062_full      64.001      64.999      62.001      62.999
11116      N64E063_full      64.001      64.999      63.001      63.999
11117      N64E064_full      64.001      64.999      64.001      64.999
11118      N64E065_full      64.001      64.999      65.001      65.999
11119      N64E066_full      64.001      64.999      66.001      66.999
11120      N64E067_full      64.001      64.999      67.001      67.999
11121      N64E068_full      64.001      64.999      68.001      68.999
11122      N64E069_full      64.001      64.999      69.001      69.999
11123      N64E070_full      64.001      64.999      70.001      70.999
11124      N64E071_full      64.001      64.999      71.001      71.999
11125      N64E072_full      64.001      64.999      72.001      72.999
11126      N64E073_full      64.001      64.999      73.001      73.999
11127      N64E074_full      64.001      64.999      74.001      74.999
11128      N64E075_full      64.001      64.999      75.001      75.999
11129      N64E076_full      64.001      64.999      76.001      76.999
11130      N64E077_full      64.001      64.999      77.001      77.999
11131      N64E078_full      64.001      64.999      78.001      78.999
11132      N64E079_full      64.001      64.999      79.001      79.999
11133      N64E080_full      64.001      64.999      80.001      80.999
11134      N64E081_full      64.001      64.999      81.001      81.999
11135      N64E082_full      64.001      64.999      82.001      82.999
11136      N64E083_full      64.001      64.999      83.001      83.999
11137      N64E084_full      64.001      64.999      84.001      84.999
11138      N64E085_full      64.001      64.999      85.001      85.999
11139      N64E086_full      64.001      64.999      86.001      86.999
11140      N64E087_full      64.001      64.999      87.001      87.999
11141      N64E088_full      64.001      64.999      88.001      88.999
11142      N64E089_full      64.001      64.999      89.001      89.999
11143      N65E060_full      65.001      65.999      60.001      60.999
11144      N65E061_full      65.001      65.999      61.001      61.999
11145      N65E062_full      65.001      65.999      62.001      62.999
11146      N65E063_full      65.001      65.999      63.001      63.999
11147      N65E064_full      65.001      65.999      64.001      64.999
11148      N65E065_full      65.001      65.999      65.001      65.999
11149      N65E066_full      65.001      65.999      66.001      66.999
11150      N65E067_full      65.001      65.999      67.001      67.999
11151      N65E068_full      65.001      65.999      68.001      68.999
11152      N65E069_full      65.001      65.999      69.001      69.999
11153      N65E070_full      65.001      65.999      70.001      70.999
11154      N65E071_full      65.001      65.999      71.001      71.999
11155      N65E072_full      65.001      65.999      72.001      72.999
11156      N65E073_full      65.001      65.999      73.001      73.999
11157      N65E074_full      65.001      65.999      74.001      74.999
11158      N65E075_full      65.001      65.999      75.001      75.999
11159      N65E076_full      65.001      65.999      76.001      76.999
11160      N65E077_full      65.001      65.999      77.001      77.999
11161      N65E078_full      65.001      65.999      78.001      78.999
11162      N65E079_full      65.001      65.999      79.001      79.999
11163      N65E080_full      65.001      65.999      80.001      80.999
11164      N65E081_full      65.001      65.999      81.001      81.999
11165      N65E082_full      65.001      65.999      82.001      82.999
11166      N65E083_full      65.001      65.999      83.001      83.999
11167      N65E084_full      65.001      65.999      84.001      84.999
11168      N65E085_full      65.001      65.999      85.001      85.999
11169      N65E086_full      65.001      65.999      86.001      86.999
11170      N65E087_full      65.001      65.999      87.001      87.999
11171      N65E088_full      65.001      65.999      88.001      88.999
11172      N65E089_full      65.001      65.999      89.001      89.999
11173      N66E060_full      66.001      66.999      60.001      60.999
11174      N66E061_full      66.001      66.999      61.001      61.999
11175      N66E062_full      66.001      66.999      62.001      62.999
11176      N66E063_full      66.001      66.999      63.001      63.999
11177      N66E064_full      66.001      66.999      64.001      64.999
11178      N66E065_full      66.001      66.999      65.001      65.999
11179      N66E066_full      66.001      66.999      66.001      66.999
11180      N66E067_full      66.001      66.999      67.001      67.999
11181      N66E068_full      66.001      66.999      68.001      68.999
11182      N66E069_full      66.001      66.999      69.001      69.999
11183      N66E070_full      66.001      66.999      70.001      70.999
11184      N66E071_full      66.001      66.999      71.001      71.999
11185      N66E072_full      66.001      66.999      72.001      72.999
11186      N66E073_full      66.001      66.999      73.001      73.999
11187      N66E074_full      66.001      66.999      74.001      74.999
11188      N66E075_full      66.001      66.999      75.001      75.999
11189      N66E076_full      66.001      66.999      76.001      76.999
11190      N66E077_full      66.001      66.999      77.001      77.999
11191      N66E078_full      66.001      66.999      78.001      78.999
11192      N66E079_full      66.001      66.999      79.001      79.999
11193      N66E080_full      66.001      66.999      80.001      80.999
11194      N66E081_full      66.001      66.999      81.001      81.999
11195      N66E082_full      66.001      66.999      82.001      82.999
11196      N66E083_full      66.001      66.999      83.001      83.999
11197      N66E084_full      66.001      66.999      84.001      84.999
11198      N66E085_full      66.001      66.999      85.001      85.999
11199      N66E086_full      66.001      66.999      86.001      86.999
11200      N66E087_full      66.001      66.999      87.001      87.999
11201      N66E088_full      66.001      66.999      88.001      88.999
11202      N66E089_full      66.001      66.999      89.001      89.999
11203      N67E060_full      67.001      67.999      60.001      60.999
11204      N67E061_full      67.001      67.999      61.001      61.999
11205      N67E062_full      67.001      67.999      62.001      62.999
11206      N67E063_full      67.001      67.999      63.001      63.999
11207      N67E064_full      67.001      67.999      64.001      64.999
11208      N67E065_full      67.001      67.999      65.001      65.999
11209      N67E066_full      67.001      67.999      66.001      66.999
11210      N67E067_full      67.001      67.999      67.001      67.999
11211      N67E068_full      67.001      67.999      68.001      68.999
11212      N67E069_full      67.001      67.999      69.001      69.999
11213      N67E070_full      67.001      67.999      70.001      70.999
11214      N67E071_full      67.001      67.999      71.001      71.999
11215      N67E072_full      67.001      67.999      72.001      72.999
11216      N67E073_full      67.001      67.999      73.001      73.999
11217      N67E074_full      67.001      67.999      74.001      74.999
11218      N67E075_full      67.001      67.999      75.001      75.999
11219      N67E076_full      67.001      67.999      76.001      76.999
11220      N67E077_full      67.001      67.999      77.001      77.999
11221      N67E078_full      67.001      67.999      78.001      78.999
11222      N67E079_full      67.001      67.999      79.001      79.999
11223      N67E080_full      67.001      67.999      80.001      80.999
11224      N67E081_full      67.001      67.999      81.001      81.999
11225      N67E082_full      67.001      67.999      82.001      82.999
11226      N67E083_full      67.001      67.999      83.001      83.999
11227      N67E084_full      67.001      67.999      84.001      84.999
11228      N67E085_full      67.001      67.999      85.001      85.999
11229      N67E086_full      67.001      67.999      86.001      86.999
11230      N67E087_full      67.001      67.999      87.001      87.999
11231      N67E088_full      67.001      67.999      88.001      88.999
11232      N67E089_full      67.001      67.999      89.001      89.999
11233      N68E060_full      68.001      68.999      60.001      60.999
11234      N68E061_full      68.001      68.999      61.001      61.999
11235      N68E062_full      68.001      68.999      62.001      62.999
11236      N68E063_full      68.001      68.999      63.001      63.999
11237      N68E064_full      68.001      68.999      64.001      64.999
11238      N68E065_full      68.001      68.999      65.001      65.999
11239      N68E066_full      68.001      68.999      66.001      66.999
11240      N68E067_full      68.001      68.999      67.001      67.999
11241      N68E068_full      68.001      68.999      68.001      68.999
11242      N68E069_full      68.001      68.999      69.001      69.999
11243      N68E070_full      68.001      68.999      70.001      70.999
11244      N68E071_full      68.001      68.999      71.001      71.999
11245      N68E072_full      68.001      68.999      72.001      72.999
11246      N68E073_full      68.001      68.999      73.001      73.999
11247      N68E074_full      68.001      68.999      74.001      74.999
11248      N68E075_full      68.001      68.999      75.001      75.999
11249      N68E076_full      68.001      68.999      76.001      76.999
11250      N68E077_full      68.001      68.999      77.001      77.999
11251      N68E078_full      68.001      68.999      78.001      78.999
11252      N68E079_full      68.001      68.999      79.001      79.999
11253      N68E080_full      68.001      68.999      80.001      80.999
11254      N68E081_full      68.001      68.999      81.001      81.999
11255      N68E082_full      68.001      68.999      82.001      82.999
11256      N68E083_full      68.001      68.999      83.001      83.999
11257      N68E084_full      68.001      68.999      84.001      84.999
11258      N68E085_full      68.001      68.999      85.001      85.999
11259      N68E086_full      68.001      68.999      86.001      86.999
11260      N68E087_full      68.001      68.999      87.001      87.999
11261      N68E088_full      68.001      68.999      88.001      88.999
11262      N68E089_full      68.001      68.999      89.001      89.999
11263      N69E060_full      69.001      69.999      60.001      60.999
11264      N69E061_full      69.001      69.999      61.001      61.999
11265      N69E062_full      69.001      69.999      62.001      62.999
11266      N69E063_full      69.001      69.999      63.001      63.999
11267      N69E064_full      69.001      69.999      64.001      64.999
11268      N69E065_full      69.001      69.999      65.001      65.999
11269      N69E066_full      69.001      69.999      66.001      66.999
11270      N69E067_full      69.001      69.999      67.001      67.999
11271      N69E068_full      69.001      69.999      68.001      68.999
11272      N69E069_full      69.001      69.999      69.001      69.999
11273      N69E070_full      69.001      69.999      70.001      70.999
11274      N69E071_full      69.001      69.999      71.001      71.999
11275      N69E072_full      69.001      69.999      72.001      72.999
11276      N69E073_full      69.001      69.999      73.001      73.999
11277      N69E074_full      69.001      69.999      74.001      74.999
11278      N69E075_full      69.001      69.999      75.001      75.999
11279      N69E076_full      69.001      69.999      76.001      76.999
11280      N69E077_full      69.001      69.999      77.001      77.999
11281      N69E078_full      69.001      69.999      78.001      78.999
11282      N69E079_full      69.001      69.999      79.001      79.999
11283      N69E080_full      69.001      69.999      80.001      80.999
11284      N69E081_full      69.001      69.999      81.001      81.999
11285      N69E082_full      69.001      69.999      82.001      82.999
11286      N69E083_full      69.001      69.999      83.001      83.999
11287      N69E084_full      69.001      69.999      84.001      84.999
11288      N69E085_full      69.001      69.999      85.001      85.999
11289      N69E086_full      69.001      69.999      86.001      86.999
11290      N69E087_full      69.001      69.999      87.001      87.999
11291      N69E088_full      69.001      69.999      88.001      88.999
11292      N69E089_full      69.001      69.999      89.001      89.999
11293      N70E060_full      70.001      70.999      60.001      60.999
11294      N70E066_full      70.001      70.999      66.001      66.999
11295      N70E067_full      70.001      70.999      67.001      67.999
11296      N70E068_full      70.001      70.999      68.001      68.999
11297      N70E069_full      70.001      70.999      69.001      69.999
11298      N70E070_full      70.001      70.999      70.001      70.999
11299      N70E071_full      70.001      70.999      71.001      71.999
11300      N70E072_full      70.001      70.999      72.001      72.999
11301      N70E073_full      70.001      70.999      73.001      73.999
11302      N70E074_full      70.001      70.999      74.001      74.999
11303      N70E075_full      70.001      70.999      75.001      75.999
11304      N70E076_full      70.001      70.999      76.001      76.999
11305      N70E077_full      70.001      70.999      77.001      77.999
11306      N70E078_full      70.001      70.999      78.001      78.999
11307      N70E079_full      70.001      70.999      79.001      79.999
11308      N70E080_full      70.001      70.999      80.001      80.999
11309      N70E081_full      70.001      70.999      81.001      81.999
11310      N70E082_full      70.001      70.999      82.001      82.999
11311      N70E083_full      70.001      70.999      83.001      83.999
11312      N70E084_full      70.001      70.999      84.001      84.999
11313      N70E085_full      70.001      70.999      85.001      85.999
11314      N70E086_full      70.001      70.999      86.001      86.999
11315      N70E087_full      70.001      70.999      87.001      87.999
11316      N70E088_full      70.001      70.999      88.001      88.999
11317      N70E089_full      70.001      70.999      89.001      89.999
11318      N71E066_full      71.001      71.999      66.001      66.999
11319      N71E067_full      71.001      71.999      67.001      67.999
11320      N71E068_full      71.001      71.999      68.001      68.999
11321      N71E069_full      71.001      71.999      69.001      69.999
11322      N71E070_full      71.001      71.999      70.001      70.999
11323      N71E071_full      71.001      71.999      71.001      71.999
11324      N71E072_full      71.001      71.999      72.001      72.999
11325      N71E073_full      71.001      71.999      73.001      73.999
11326      N71E074_full      71.001      71.999      74.001      74.999
11327      N71E075_full      71.001      71.999      75.001      75.999
11328      N71E076_full      71.001      71.999      76.001      76.999
11329      N71E077_full      71.001      71.999      77.001      77.999
11330      N71E078_full      71.001      71.999      78.001      78.999
11331      N71E079_full      71.001      71.999      79.001      79.999
11332      N71E080_full      71.001      71.999      80.001      80.999
11333      N71E081_full      71.001      71.999      81.001      81.999
11334      N71E082_full      71.001      71.999      82.001      82.999
11335      N71E083_full      71.001      71.999      83.001      83.999
11336      N71E084_full      71.001      71.999      84.001      84.999
11337      N71E085_full      71.001      71.999      85.001      85.999
11338      N71E086_full      71.001      71.999      86.001      86.999
11339      N71E087_full      71.001      71.999      87.001      87.999
11340      N71E088_full      71.001      71.999      88.001      88.999
11341      N71E089_full      71.001      71.999      89.001      89.999
11342      N72E068_full      72.001      72.999      68.001      68.999
11343      N72E069_full      72.001      72.999      69.001      69.999
11344      N72E070_full      72.001      72.999      70.001      70.999
11345      N72E071_full      72.001      72.999      71.001      71.999
11346      N72E072_full      72.001      72.999      72.001      72.999
11347      N72E074_full      72.001      72.999      74.001      74.999
11348      N72E075_full      72.001      72.999      75.001      75.999
11349      N72E076_full      72.001      72.999      76.001      76.999
11350      N72E077_full      72.001      72.999      77.001      77.999
11351      N72E078_full      72.001      72.999      78.001      78.999
11352      N72E079_full      72.001      72.999      79.001      79.999
11353      N72E080_full      72.001      72.999      80.001      80.999
11354      N72E081_full      72.001      72.999      81.001      81.999
11355      N72E082_full      72.001      72.999      82.001      82.999
11356      N72E083_full      72.001      72.999      83.001      83.999
11357      N72E084_full      72.001      72.999      84.001      84.999
11358      N72E085_full      72.001      72.999      85.001      85.999
11359      N72E086_full      72.001      72.999      86.001      86.999
11360      N72E087_full      72.001      72.999      87.001      87.999
11361      N72E088_full      72.001      72.999      88.001      88.999
11362      N72E089_full      72.001      72.999      89.001      89.999
11363      N73E069_full      73.001      73.999      69.001      69.999
11364      N73E070_full      73.001      73.999      70.001      70.999
11365      N73E071_full      73.001      73.999      71.001      71.999
11366      N73E072_full      73.001      73.999      72.001      72.999
11367      N73E073_full      73.001      73.999      73.001      73.999
11368      N73E074_full      73.001      73.999      74.001      74.999
11369      N73E075_full      73.001      73.999      75.001      75.999
11370      N73E076_full      73.001      73.999      76.001      76.999
11371      N73E078_full      73.001      73.999      78.001      78.999
11372      N73E079_full      73.001      73.999      79.001      79.999
11373      N73E080_full      73.001      73.999      80.001      80.999
11374      N73E081_full      73.001      73.999      81.001      81.999
11375      N73E082_full      73.001      73.999      82.001      82.999
11376      N73E083_full      73.001      73.999      83.001      83.999
11377      N73E084_full      73.001      73.999      84.001      84.999
11378      N73E085_full      73.001      73.999      85.001      85.999
11379      N73E086_full      73.001      73.999      86.001      86.999
11380      N73E087_full      73.001      73.999      87.001      87.999
11381      N73E088_full      73.001      73.999      88.001      88.999
11382      N73E089_full      73.001      73.999      89.001      89.999
11383      N74E060_full      74.001      74.999      60.001      60.999
11384      N74E079_full      74.001      74.999      79.001      79.999
11385      N74E082_full      74.001      74.999      82.001      82.999
11386      N74E083_full      74.001      74.999      83.001      83.999
11387      N74E084_full      74.001      74.999      84.001      84.999
11388      N74E085_full      74.001      74.999      85.001      85.999
11389      N74E086_full      74.001      74.999      86.001      86.999
11390      N74E087_full      74.001      74.999      87.001      87.999
11391      N74E088_full      74.001      74.999      88.001      88.999
11392      N74E089_full      74.001      74.999      89.001      89.999
11393      N75E060_full      75.001      75.999      60.001      60.999
11394      N75E061_full      75.001      75.999      61.001      61.999
11395      N75E062_full      75.001      75.999      62.001      62.999
11396      N75E063_full      75.001      75.999      63.001      63.999
11397      N75E064_full      75.001      75.999      64.001      64.999
11398      N75E065_full      75.001      75.999      65.001      65.999
11399      N75E066_full      75.001      75.999      66.001      66.999
11400      N75E081_full      75.001      75.999      81.001      81.999
11401      N75E082_full      75.001      75.999      82.001      82.999
11402      N75E083_full      75.001      75.999      83.001      83.999
11403      N75E086_full      75.001      75.999      86.001      86.999
